trial_key,model,scenario,condition,skill_level,skill_method,mutation_type,temperature,run_id,skill_tokens,passed,n_pass,n_total,pass_rate,error_type,code_lines,code_length,import_count,function_count,try_except_count,has_argparse,input_tokens,output_tokens
S012_uv_spectroscopy__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S012_uv_spectroscopy,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1301,False,11,12,0.9167,logic_error,139,5037,5,3,1,True,2954,1906
S012_uv_spectroscopy__sonnet__L4_full__direct__t0.0__r0,sonnet,S012_uv_spectroscopy,L4_full__direct,L4_full,direct,none,0.0,0,1301,False,11,12,0.9167,logic_error,139,5037,5,3,1,True,2954,1906
S012_uv_spectroscopy__opus__L0_none__t0.0__r0,opus,S012_uv_spectroscopy,L0_none,L0_none,none,none,0.0,0,0,True,12,12,1.0,success,256,7550,8,3,1,True,217,2764
S012_uv_spectroscopy__opus__L1_skill_md__direct__t0.0__r0,opus,S012_uv_spectroscopy,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,399,True,12,12,1.0,success,260,7849,8,5,4,True,717,2585
S012_uv_spectroscopy__opus__L2_plus_scripts__direct__t0.0__r0,opus,S012_uv_spectroscopy,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,975,True,12,12,1.0,success,239,8243,6,3,1,True,2172,2681
S012_uv_spectroscopy__opus__L3_no_assets__direct__t0.0__r0,opus,S012_uv_spectroscopy,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1301,False,11,12,0.9167,logic_error,221,7448,6,3,1,True,2954,2484
S012_uv_spectroscopy__opus__L4_full__direct__t0.0__r0,opus,S012_uv_spectroscopy,L4_full__direct,L4_full,direct,none,0.0,0,1301,False,11,12,0.9167,logic_error,231,7436,6,3,1,True,2954,2552
S012_uv_spectroscopy__gpt4o__L0_none__t0.0__r0,gpt4o,S012_uv_spectroscopy,L0_none,L0_none,none,none,0.0,0,0,False,0,12,0.0,logic_error,88,3274,6,3,0,True,195,1155
S012_uv_spectroscopy__gpt4o__L1_skill_md__direct__t0.0__r0,gpt4o,S012_uv_spectroscopy,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,399,False,11,12,0.9167,logic_error,106,4036,5,4,0,True,643,1235
S012_uv_spectroscopy__gpt4o__L2_plus_scripts__direct__t0.0__r0,gpt4o,S012_uv_spectroscopy,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,975,False,11,12,0.9167,logic_error,136,4940,5,3,1,True,1784,1280
S012_uv_spectroscopy__gpt4o__L3_no_assets__direct__t0.0__r0,gpt4o,S012_uv_spectroscopy,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1301,False,11,12,0.9167,logic_error,139,5037,5,3,1,True,2439,1297
S012_uv_spectroscopy__gpt4o__L4_full__direct__t0.0__r0,gpt4o,S012_uv_spectroscopy,L4_full__direct,L4_full,direct,none,0.0,0,1301,False,11,12,0.9167,logic_error,139,5037,5,3,1,True,2439,1261
S012_uv_spectroscopy__gpt41__L0_none__t0.0__r0,gpt41,S012_uv_spectroscopy,L0_none,L0_none,none,none,0.0,0,0,False,0,12,0.0,logic_error,102,3717,6,2,0,True,195,1090
S012_uv_spectroscopy__gpt41__L1_skill_md__direct__t0.0__r0,gpt41,S012_uv_spectroscopy,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,399,True,12,12,1.0,success,137,5066,6,4,4,True,643,1330
S012_uv_spectroscopy__gpt41__L2_plus_scripts__direct__t0.0__r0,gpt41,S012_uv_spectroscopy,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,975,False,11,12,0.9167,logic_error,95,4102,5,3,1,True,1784,1139
S012_uv_spectroscopy__gpt41__L3_no_assets__direct__t0.0__r0,gpt41,S012_uv_spectroscopy,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1301,False,11,12,0.9167,logic_error,94,3757,5,3,1,True,2439,987
S012_uv_spectroscopy__gpt41__L4_full__direct__t0.0__r0,gpt41,S012_uv_spectroscopy,L4_full__direct,L4_full,direct,none,0.0,0,1301,False,11,12,0.9167,logic_error,93,3759,5,3,1,True,2439,983
S012_uv_spectroscopy__gemini_pro__L0_none__t0.0__r0,gemini_pro,S012_uv_spectroscopy,L0_none,L0_none,none,none,0.0,0,0,False,0,12,0.0,logic_error,199,6524,6,4,2,True,196,5854
S012_uv_spectroscopy__gemini_pro__L1_skill_md__direct__t0.0__r0,gemini_pro,S012_uv_spectroscopy,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,399,True,12,12,1.0,success,113,4671,7,1,1,True,650,2424
S012_uv_spectroscopy__gemini_pro__L2_plus_scripts__direct__t0.0__r0,gemini_pro,S012_uv_spectroscopy,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,975,False,11,12,0.9167,logic_error,135,5098,5,3,1,True,2015,2234
S012_uv_spectroscopy__gemini_pro__L3_no_assets__direct__t0.0__r0,gemini_pro,S012_uv_spectroscopy,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1301,False,11,12,0.9167,logic_error,175,6744,5,3,1,True,2761,3044
S012_uv_spectroscopy__gemini_pro__L4_full__direct__t0.0__r0,gemini_pro,S012_uv_spectroscopy,L4_full__direct,L4_full,direct,none,0.0,0,1301,False,11,12,0.9167,logic_error,175,6744,5,3,1,True,2761,3044
S017_ctd_ocean__haiku__L0_none__t0.0__r0,haiku,S017_ctd_ocean,L0_none,L0_none,none,none,0.0,0,0,True,13,13,1.0,success,382,12535,8,1,3,True,281,3895
S017_ctd_ocean__haiku__L1_skill_md__direct__t0.0__r0,haiku,S017_ctd_ocean,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,461,True,13,13,1.0,success,527,15546,7,14,6,True,867,5093
S017_ctd_ocean__haiku__L2_plus_scripts__direct__t0.0__r0,haiku,S017_ctd_ocean,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1277,True,13,13,1.0,success,445,16045,8,7,4,True,3172,5337
S017_ctd_ocean__haiku__L3_no_assets__direct__t0.0__r0,haiku,S017_ctd_ocean,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1866,True,13,13,1.0,success,399,14634,7,6,2,True,4593,5130
S017_ctd_ocean__haiku__L4_full__direct__t0.0__r0,haiku,S017_ctd_ocean,L4_full__direct,L4_full,direct,none,0.0,0,1866,True,13,13,1.0,success,420,14953,7,7,2,True,4593,5241
S017_ctd_ocean__sonnet__L0_none__t0.0__r0,sonnet,S017_ctd_ocean,L0_none,L0_none,none,none,0.0,0,0,True,13,13,1.0,success,317,11040,8,6,1,True,281,3728
S017_ctd_ocean__sonnet__L1_skill_md__direct__t0.0__r0,sonnet,S017_ctd_ocean,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,461,True,13,13,1.0,success,385,12314,9,8,7,True,867,3800
S017_ctd_ocean__sonnet__L2_plus_scripts__direct__t0.0__r0,sonnet,S017_ctd_ocean,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1277,True,13,13,1.0,success,192,7732,6,5,1,True,3172,2690
S017_ctd_ocean__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S017_ctd_ocean,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1866,True,13,13,1.0,success,192,7732,6,5,1,True,4593,3267
S017_ctd_ocean__sonnet__L4_full__direct__t0.0__r0,sonnet,S017_ctd_ocean,L4_full__direct,L4_full,direct,none,0.0,0,1866,True,13,13,1.0,success,192,7732,6,5,1,True,4593,3497
S017_ctd_ocean__opus__L0_none__t0.0__r0,opus,S017_ctd_ocean,L0_none,L0_none,none,none,0.0,0,0,True,13,13,1.0,success,326,9569,7,6,2,True,281,3176
S017_ctd_ocean__opus__L1_skill_md__direct__t0.0__r0,opus,S017_ctd_ocean,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,461,True,13,13,1.0,success,353,11265,7,7,4,True,867,3572
S017_ctd_ocean__opus__L2_plus_scripts__direct__t0.0__r0,opus,S017_ctd_ocean,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1277,True,13,13,1.0,success,320,11628,7,5,2,True,3172,3637
S017_ctd_ocean__opus__L3_no_assets__direct__t0.0__r0,opus,S017_ctd_ocean,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1866,True,13,13,1.0,success,351,12663,7,5,2,True,4593,3964
S017_ctd_ocean__opus__L4_full__direct__t0.0__r0,opus,S017_ctd_ocean,L4_full__direct,L4_full,direct,none,0.0,0,1866,True,13,13,1.0,success,333,12039,7,5,2,True,4593,3787
S017_ctd_ocean__gpt4o__L0_none__t0.0__r0,gpt4o,S017_ctd_ocean,L0_none,L0_none,none,none,0.0,0,0,False,0,13,0.0,logic_error,101,4287,5,5,0,True,242,1291
S017_ctd_ocean__gpt4o__L1_skill_md__direct__t0.0__r0,gpt4o,S017_ctd_ocean,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,461,True,13,13,1.0,success,120,5023,5,8,2,True,780,1184
S017_ctd_ocean__gpt4o__L2_plus_scripts__direct__t0.0__r0,gpt4o,S017_ctd_ocean,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1277,True,13,13,1.0,success,192,7732,6,5,1,True,2576,1801
S017_ctd_ocean__gpt4o__L3_no_assets__direct__t0.0__r0,gpt4o,S017_ctd_ocean,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1866,True,13,13,1.0,success,168,6902,6,5,1,True,3781,1632
S017_ctd_ocean__gpt4o__L4_full__direct__t0.0__r0,gpt4o,S017_ctd_ocean,L4_full__direct,L4_full,direct,none,0.0,0,1866,True,13,13,1.0,success,170,6938,6,5,1,True,3781,1643
S017_ctd_ocean__gpt41__L0_none__t0.0__r0,gpt41,S017_ctd_ocean,L0_none,L0_none,none,none,0.0,0,0,True,13,13,1.0,success,143,4828,6,5,0,True,242,1500
S017_ctd_ocean__gpt41__L1_skill_md__direct__t0.0__r0,gpt41,S017_ctd_ocean,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,461,True,13,13,1.0,success,149,5643,6,7,3,True,780,1549
S017_ctd_ocean__gpt41__L2_plus_scripts__direct__t0.0__r0,gpt41,S017_ctd_ocean,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1277,True,13,13,1.0,success,143,6933,6,5,1,True,2576,1784
S017_ctd_ocean__gpt41__L3_no_assets__direct__t0.0__r0,gpt41,S017_ctd_ocean,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1866,True,13,13,1.0,success,132,5431,6,5,0,True,3781,1468
S017_ctd_ocean__gpt41__L4_full__direct__t0.0__r0,gpt41,S017_ctd_ocean,L4_full__direct,L4_full,direct,none,0.0,0,1866,True,13,13,1.0,success,137,6103,6,5,1,True,3781,1569
S017_ctd_ocean__gemini_pro__L0_none__t0.0__r0,gemini_pro,S017_ctd_ocean,L0_none,L0_none,none,none,0.0,0,0,True,13,13,1.0,success,261,9494,6,5,2,True,270,6842
S017_ctd_ocean__gemini_pro__L1_skill_md__direct__t0.0__r0,gemini_pro,S017_ctd_ocean,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,461,True,13,13,1.0,success,218,8032,6,7,3,True,812,5815
S017_ctd_ocean__gemini_pro__L2_plus_scripts__direct__t0.0__r0,gemini_pro,S017_ctd_ocean,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1277,True,13,13,1.0,success,249,10002,6,5,1,True,3056,4663
S017_ctd_ocean__gemini_pro__L3_no_assets__direct__t0.0__r0,gemini_pro,S017_ctd_ocean,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1866,True,13,13,1.0,success,156,5906,6,5,0,True,4501,2799
S017_ctd_ocean__gemini_pro__L4_full__direct__t0.0__r0,gemini_pro,S017_ctd_ocean,L4_full__direct,L4_full,direct,none,0.0,0,1866,True,13,13,1.0,success,262,10064,6,5,3,True,4502,4329
S026_earthquake_catalog__haiku__L0_none__t0.0__r0,haiku,S026_earthquake_catalog,L0_none,L0_none,none,none,0.0,0,0,False,10,14,0.7143,logic_error,352,13592,8,1,2,True,355,4634
S026_earthquake_catalog__haiku__L1_skill_md__direct__t0.0__r0,haiku,S026_earthquake_catalog,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,417,False,0,14,0.0,logic_error,567,19889,10,1,2,True,925,6238
S026_earthquake_catalog__haiku__L2_plus_scripts__direct__t0.0__r0,haiku,S026_earthquake_catalog,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1411,False,0,14,0.0,logic_error,285,11620,7,7,2,True,3678,4275
S026_earthquake_catalog__haiku__L3_no_assets__direct__t0.0__r0,haiku,S026_earthquake_catalog,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,363,14337,7,7,2,True,4089,4964
S026_earthquake_catalog__haiku__L4_full__direct__t0.0__r0,haiku,S026_earthquake_catalog,L4_full__direct,L4_full,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,363,14337,7,7,2,True,4089,4964
S026_earthquake_catalog__sonnet__L0_none__t0.0__r0,sonnet,S026_earthquake_catalog,L0_none,L0_none,none,none,0.0,0,0,False,0,14,0.0,logic_error,327,11070,9,7,1,True,355,3616
S026_earthquake_catalog__sonnet__L1_skill_md__direct__t0.0__r0,sonnet,S026_earthquake_catalog,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,417,False,0,14,0.0,logic_error,398,15000,9,8,5,True,925,4657
S026_earthquake_catalog__sonnet__L2_plus_scripts__direct__t0.0__r0,sonnet,S026_earthquake_catalog,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1411,False,0,14,0.0,logic_error,228,9186,7,6,1,True,3678,3132
S026_earthquake_catalog__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S026_earthquake_catalog,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,4089,3049
S026_earthquake_catalog__sonnet__L4_full__direct__t0.0__r0,sonnet,S026_earthquake_catalog,L4_full__direct,L4_full,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,4089,3041
S026_earthquake_catalog__opus__L0_none__t0.0__r0,opus,S026_earthquake_catalog,L0_none,L0_none,none,none,0.0,0,0,False,0,14,0.0,logic_error,294,9395,9,6,0,True,355,3098
S026_earthquake_catalog__opus__L1_skill_md__direct__t0.0__r0,opus,S026_earthquake_catalog,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,417,False,0,14,0.0,logic_error,348,12425,8,6,2,True,925,3867
S026_earthquake_catalog__opus__L2_plus_scripts__direct__t0.0__r0,opus,S026_earthquake_catalog,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1411,False,0,14,0.0,logic_error,246,9985,7,6,2,True,3678,3426
S026_earthquake_catalog__opus__L3_no_assets__direct__t0.0__r0,opus,S026_earthquake_catalog,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,4089,3127
S026_earthquake_catalog__opus__L4_full__direct__t0.0__r0,opus,S026_earthquake_catalog,L4_full__direct,L4_full,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,4089,3127
S026_earthquake_catalog__gpt4o__L0_none__t0.0__r0,gpt4o,S026_earthquake_catalog,L0_none,L0_none,none,none,0.0,0,0,False,0,14,0.0,logic_error,124,5039,7,5,0,True,295,1424
S026_earthquake_catalog__gpt4o__L1_skill_md__direct__t0.0__r0,gpt4o,S026_earthquake_catalog,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,417,False,0,14,0.0,logic_error,141,5978,7,6,0,True,806,1489
S026_earthquake_catalog__gpt4o__L2_plus_scripts__direct__t0.0__r0,gpt4o,S026_earthquake_catalog,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1411,False,0,14,0.0,logic_error,228,9186,7,6,1,True,2965,2164
S026_earthquake_catalog__gpt4o__L3_no_assets__direct__t0.0__r0,gpt4o,S026_earthquake_catalog,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,3297,2164
S026_earthquake_catalog__gpt4o__L4_full__direct__t0.0__r0,gpt4o,S026_earthquake_catalog,L4_full__direct,L4_full,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,228,9186,7,6,1,True,3297,2164
S026_earthquake_catalog__gpt41__L0_none__t0.0__r0,gpt41,S026_earthquake_catalog,L0_none,L0_none,none,none,0.0,0,0,False,0,14,0.0,logic_error,145,5763,7,7,1,True,295,1727
S026_earthquake_catalog__gpt41__L1_skill_md__direct__t0.0__r0,gpt41,S026_earthquake_catalog,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,417,False,0,14,0.0,logic_error,184,7183,8,8,4,True,806,1976
S026_earthquake_catalog__gpt41__L2_plus_scripts__direct__t0.0__r0,gpt41,S026_earthquake_catalog,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1411,False,0,14,0.0,logic_error,151,6112,7,6,0,True,2965,1683
S026_earthquake_catalog__gpt41__L3_no_assets__direct__t0.0__r0,gpt41,S026_earthquake_catalog,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,147,6770,7,6,2,True,3297,1757
S026_earthquake_catalog__gpt41__L4_full__direct__t0.0__r0,gpt41,S026_earthquake_catalog,L4_full__direct,L4_full,direct,none,0.0,0,1628,False,0,14,0.0,logic_error,150,7054,7,6,2,True,3297,1965
S026_earthquake_catalog__gemini_pro__L0_none__t0.0__r0,gemini_pro,S026_earthquake_catalog,L0_none,L0_none,none,none,0.0,0,0,False,0,14,0.0,logic_error,263,9635,8,5,1,True,333,7341
S026_earthquake_catalog__gemini_pro__L1_skill_md__direct__t0.0__r0,gemini_pro,S026_earthquake_catalog,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,417,False,1,14,0.0714,logic_error,163,6386,7,3,1,True,865,2955
S026_earthquake_catalog__gemini_pro__L2_plus_scripts__direct__t0.0__r0,gemini_pro,S026_earthquake_catalog,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1411,False,1,14,0.0714,logic_error,244,10143,7,6,1,True,3504,4331
S026_earthquake_catalog__gemini_pro__L3_no_assets__direct__t0.0__r0,gemini_pro,S026_earthquake_catalog,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1628,False,1,14,0.0714,logic_error,237,9779,7,6,1,True,3875,4373
S026_earthquake_catalog__gemini_pro__L4_full__direct__t0.0__r0,gemini_pro,S026_earthquake_catalog,L4_full__direct,L4_full,direct,none,0.0,0,1628,False,1,14,0.0714,logic_error,220,9262,7,6,1,True,3875,3820
S028_audio_features__haiku__L0_none__t0.0__r0,haiku,S028_audio_features,L0_none,L0_none,none,none,0.0,0,0,True,15,15,1.0,success,449,14011,8,4,0,True,346,5153
S028_audio_features__haiku__L1_skill_md__direct__t0.0__r0,haiku,S028_audio_features,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,426,False,14,15,0.9333,logic_error,541,15295,8,6,3,True,936,5118
S028_audio_features__haiku__L2_plus_scripts__direct__t0.0__r0,haiku,S028_audio_features,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1266,True,15,15,1.0,success,588,20032,8,11,7,True,3115,6119
S028_audio_features__haiku__L3_no_assets__direct__t0.0__r0,haiku,S028_audio_features,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1796,True,15,15,1.0,success,485,14910,7,13,5,True,4410,5357
S028_audio_features__haiku__L4_full__direct__t0.0__r0,haiku,S028_audio_features,L4_full__direct,L4_full,direct,none,0.0,0,1796,True,15,15,1.0,success,485,14910,7,13,5,True,4410,5371
S028_audio_features__sonnet__L0_none__t0.0__r0,sonnet,S028_audio_features,L0_none,L0_none,none,none,0.0,0,0,True,15,15,1.0,success,334,9932,8,9,1,True,346,3618
S028_audio_features__sonnet__L1_skill_md__direct__t0.0__r0,sonnet,S028_audio_features,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,426,True,15,15,1.0,success,362,11576,8,16,2,True,936,4170
S028_audio_features__sonnet__L2_plus_scripts__direct__t0.0__r0,sonnet,S028_audio_features,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1266,True,15,15,1.0,success,182,6714,6,9,1,True,3115,2581
S028_audio_features__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S028_audio_features,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1796,True,15,15,1.0,success,274,9332,6,11,1,True,4410,3201
S028_audio_features__sonnet__L4_full__direct__t0.0__r0,sonnet,S028_audio_features,L4_full__direct,L4_full,direct,none,0.0,0,1796,True,15,15,1.0,success,182,6714,6,9,1,True,4410,2505
S028_audio_features__opus__L0_none__t0.0__r0,opus,S028_audio_features,L0_none,L0_none,none,none,0.0,0,0,True,15,15,1.0,success,285,8500,7,9,0,True,346,3131
S028_audio_features__opus__L1_skill_md__direct__t0.0__r0,opus,S028_audio_features,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,426,True,15,15,1.0,success,381,10885,8,11,1,True,936,3732
S028_audio_features__opus__L2_plus_scripts__direct__t0.0__r0,opus,S028_audio_features,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1266,True,15,15,1.0,success,182,6714,6,9,1,True,3115,2573
S028_audio_features__opus__L3_no_assets__direct__t0.0__r0,opus,S028_audio_features,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1796,True,15,15,1.0,success,182,6714,6,9,1,True,4410,2553
S028_audio_features__opus__L4_full__direct__t0.0__r0,opus,S028_audio_features,L4_full__direct,L4_full,direct,none,0.0,0,1796,True,15,15,1.0,success,182,6714,6,9,1,True,4410,2553
S028_audio_features__gpt4o__L0_none__t0.0__r0,gpt4o,S028_audio_features,L0_none,L0_none,none,none,0.0,0,0,True,15,15,1.0,success,114,4308,6,4,0,True,302,1385
S028_audio_features__gpt4o__L1_skill_md__direct__t0.0__r0,gpt4o,S028_audio_features,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,426,True,15,15,1.0,success,108,4447,6,6,0,True,824,1380
S028_audio_features__gpt4o__L2_plus_scripts__direct__t0.0__r0,gpt4o,S028_audio_features,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1266,True,15,15,1.0,success,159,6065,6,9,1,True,2499,1540
S028_audio_features__gpt4o__L3_no_assets__direct__t0.0__r0,gpt4o,S028_audio_features,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1796,True,15,15,1.0,success,159,6073,6,9,1,True,3537,1540
S028_audio_features__gpt4o__L4_full__direct__t0.0__r0,gpt4o,S028_audio_features,L4_full__direct,L4_full,direct,none,0.0,0,1796,True,15,15,1.0,success,159,6065,6,9,1,True,3537,1548
S028_audio_features__gpt41__L0_none__t0.0__r0,gpt41,S028_audio_features,L0_none,L0_none,none,none,0.0,0,0,True,15,15,1.0,success,149,5251,7,6,0,True,302,1602
S002_spike_behavior__haiku__rq3_no_skill__t0.0__r0,haiku,S002_spike_behavior,rq3_no_skill,L0_none,none,none,0.0,0,0,True,12,12,1.0,success,457,14800,9,1,2,True,318,4332
S002_spike_behavior__haiku__clean_full__t0.0__r0,haiku,S002_spike_behavior,clean_full,L4_full,direct,none,0.0,0,1613,True,12,12,1.0,success,439,14193,7,6,2,True,4069,5238
S028_audio_features__gpt41__L1_skill_md__direct__t0.0__r0,gpt41,S028_audio_features,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,426,True,15,15,1.0,success,158,5598,6,9,0,True,824,1636
S028_audio_features__gpt41__L2_plus_scripts__direct__t0.0__r0,gpt41,S028_audio_features,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1266,True,15,15,1.0,success,170,6318,6,9,1,True,2499,1820
S002_spike_behavior__haiku__rq3_full_skill__t0.0__r0,haiku,S002_spike_behavior,rq3_full_skill,L4_full,direct,none,0.0,0,1613,True,12,12,1.0,success,439,14193,7,6,2,True,4069,5238
S028_audio_features__gpt41__L3_no_assets__direct__t0.0__r0,gpt41,S028_audio_features,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1796,True,15,15,1.0,success,162,6094,6,9,1,True,3537,1621
S002_spike_behavior__haiku__mutated_stale_api__t0.0__r0,haiku,S002_spike_behavior,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1614,True,12,12,1.0,success,454,14494,7,7,2,True,4070,5052
S028_audio_features__gpt41__L4_full__direct__t0.0__r0,gpt41,S028_audio_features,L4_full__direct,L4_full,direct,none,0.0,0,1796,True,15,15,1.0,success,164,6139,6,9,1,True,3537,1632
